track_id,artist,title,field,baseline,candidate,changed
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),remixers,,,False
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),featured_artists,,,False
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),record_label,Poker Flat Recordings,Poker Flat Recordings,False
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),catalog_number,PFR 47,Poker Flat 47,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),release_title,Moved / As Dry As I Can,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),release_type,EP,unknown,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),release_year,2006,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),formats,vinyl; digital,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),primary_genre,tech house,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),subgenres,minimal tech house,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),bpm_estimate,,,False
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),musical_key,,,False
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),energy,medium,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),mood_tags,groovy; hypnotic; deep,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),dj_set_role,any,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),groove,"Slinky, hypnotic and subtly driving with a rolling, body-moving feel.",,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),percussion,crisp hi-hats; snappy claps; tight kick,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),bassline,"Deep, rubbery and subtly funky bassline that anchors the groove.",,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),vocals,,,False
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),melodic_elements,filtered synth stabs; atmospheric pads,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),texture,clean; sleek; modern,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),emotional_character,"Cool, understated and immersive.",,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),dancefloor_effect,"Locks the floor into a deep, focused groove.",,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),review_blurb,"Guido Schneider's 'Moved (Refreshed)' is a masterclass in sleek, hypnotic tech house. The track rides a deep, rubbery bassline and crisp percussion, weaving in filtered synth stabs and subtle atmospherics for a modern, immersive vibe. It's a floor-friendly tool that draws dancers into its understated, rolling groove.",,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),description_basis,known track,unknown,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),similar_artists,Steve Bug; Martin Landsky; Ricardo Villalobos; Matthias Tanzmann; Tiefschwarz,,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),description,"A standout from Poker Flat's mid-2000s catalogue, 'Moved (Refreshed)' showcases Guido Schneider's signature blend of deep, hypnotic grooves and crisp, modern production. The track is a DJ favorite for its subtle build and immersive, dancefloor-focused energy.",Track not known: no reliable information available.,True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),artist_details,"[{""name"": ""Guido Schneider"", ""real_name"": ""Guido Schneider"", ""aliases"": [], ""country"": ""Germany"", ""city"": ""Berlin"", ""active_since"": 1995, ""associated_labels"": [""Poker Flat Recordings"", ""Cadenza"", ""Highgrade""], ""associated_acts"": [""Andre Galluzzi"", ""Jens Bond""], ""short_bio"": ""Guido Schneider is a Berlin-based producer and DJ known for his sleek, hypnotic tech house sound. He has released on labels like Poker Flat and Cadenza, and is respected for his detailed, groove-driven productions.""}]","[{""name"": ""Guido Schneider"", ""real_name"": null, ""aliases"": [], ""country"": ""Germany"", ""city"": null, ""active_since"": null, ""associated_labels"": [""Poker Flat Recordings""], ""associated_acts"": [], ""short_bio"": ""German DJ/producer known for minimal/tech house releases on Poker Flat Recordings.""}]",True
33bc67720e1e,(unknown),Guido Schneider - poker flat 47 - B1 - Moved (Refreshed),parsing_notes,"Artist was '(unknown)'; parsed 'Guido Schneider' from the start of the title field. Removed catalog number ('poker flat 47'), side ('B1'), and cleaned up title and mix name. Label and catalog number taken from tag and confirmed by release history.","Artist was in the title field. Extracted 'Guido Schneider' as artist; cleaned title to 'Moved' and mix name to 'Refreshed'; removed vinyl side marker 'B1'; interpreted 'poker flat 47' as label/catalog and normalised label to 'Poker Flat Recordings', keeping catalog text 'Poker Flat 47'.",True
3c525f3649e7,(unknown),Guido schneider - Re-moved,identified,True,False,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,confidence,high,low,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,artists,Guido Schneider,Guido Schneider,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,title,Re-Moved,Re-Moved,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,mix_name,,,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,remixers,,,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,featured_artists,,,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,record_label,Poker Flat Recordings,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,catalog_number,PFR 54,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,release_title,Re-Moved / Unterwegs,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,release_type,single,unknown,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,release_year,2006,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,formats,vinyl; digital,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,primary_genre,minimal techno,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,subgenres,tech house,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,bpm_estimate,126,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,musical_key,,,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,energy,medium,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,mood_tags,hypnotic; groovy; deep,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,dj_set_role,any,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,groove,"Rolling, hypnotic and subtly funky with a tight, swinging rhythm.",,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,percussion,crisp hi-hats; snappy claps; subtle percussive accents,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,bassline,"Deep, pulsing and elastic, driving the groove forward.",,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,vocals,,,False
3c525f3649e7,(unknown),Guido schneider - Re-moved,melodic_elements,filtered synth stabs; atmospheric pads,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,texture,clean; detailed; warm,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,emotional_character,"Cool, focused and subtly trippy.",,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,dancefloor_effect,"Locks the crowd into a deep, head-nodding groove.",,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,review_blurb,"Guido Schneider's 'Re-Moved' is a masterclass in hypnotic minimalism, blending rolling percussion with a deep, elastic bassline. Filtered synth stabs and atmospheric pads create a subtly trippy vibe, while the crisp, detailed production keeps the energy simmering. A timeless groove tool for any dancefloor moment.",,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,description_basis,known track,unknown,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,similar_artists,Steve Bug; Ricardo Villalobos; Luciano; Matthias Tanzmann; Martin Landsky,,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,description,"A standout minimal techno cut from Guido Schneider, released on Poker Flat in 2006. 'Re-Moved' is known for its hypnotic groove, deep bass and crisp, detailed production.",Track not known: no reliable information available.,True
3c525f3649e7,(unknown),Guido schneider - Re-moved,artist_details,"[{""name"": ""Guido Schneider"", ""real_name"": ""Guido Schneider"", ""aliases"": [], ""country"": ""Germany"", ""city"": ""Berlin"", ""active_since"": 1995, ""associated_labels"": [""Poker Flat Recordings"", ""Cadenza"", ""Highgrade""], ""associated_acts"": [""Andre Galluzzi"", ""Jens Bond""], ""short_bio"": ""Guido Schneider is a German producer and DJ known for his deep, hypnotic minimal and tech house releases, especially on Poker Flat and Cadenza.""}]","[{""name"": ""Guido Schneider"", ""real_name"": null, ""aliases"": [], ""country"": ""Germany"", ""city"": null, ""active_since"": null, ""associated_labels"": [""Poker Flat Recordings""], ""associated_acts"": [], ""short_bio"": ""German DJ and producer known for minimal/tech house releases on Poker Flat Recordings.""}]",True
3c525f3649e7,(unknown),Guido schneider - Re-moved,parsing_notes,"Artist was '(unknown)'; parsed 'Guido schneider' as artist from title field, corrected to canonical spelling and capitalisation. Title cleaned to 'Re-Moved'.",Artist field was '(unknown)'. Parsed 'Guido schneider - Re-moved' from title into artist and track; fixed capitalization to 'Guido Schneider' and 'Re-Moved'. No mix/version info present.,True
3da31439a42c,(unknown),LOCODICE - Orchidee,identified,True,False,True
3da31439a42c,(unknown),LOCODICE - Orchidee,confidence,high,low,True
3da31439a42c,(unknown),LOCODICE - Orchidee,artists,Loco Dice,Loco Dice,False
3da31439a42c,(unknown),LOCODICE - Orchidee,title,Orchidee,Orchidee,False
3da31439a42c,(unknown),LOCODICE - Orchidee,mix_name,,,False
3da31439a42c,(unknown),LOCODICE - Orchidee,remixers,,,False
3da31439a42c,(unknown),LOCODICE - Orchidee,featured_artists,,,False
3da31439a42c,(unknown),LOCODICE - Orchidee,record_label,Cadenza,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,catalog_number,CADENZA 13,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,release_title,Orchidee / Paradiso,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,release_type,single,unknown,True
3da31439a42c,(unknown),LOCODICE - Orchidee,release_year,2006,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,formats,vinyl; digital,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,primary_genre,minimal techno,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,subgenres,minimal house,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,bpm_estimate,124,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,musical_key,,,False
3da31439a42c,(unknown),LOCODICE - Orchidee,energy,medium,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,mood_tags,hypnotic; groovy; trippy,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,dj_set_role,any,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,groove,"Rolling, hypnotic and subtly funky with a deep, head-nodding swing.",,True
3da31439a42c,(unknown),LOCODICE - Orchidee,percussion,crisp hi-hats; snappy claps; subtle tribal percussion,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,bassline,"Warm, pulsing sub-bass with a rubbery, enveloping feel.",,True
3da31439a42c,(unknown),LOCODICE - Orchidee,vocals,,,False
3da31439a42c,(unknown),LOCODICE - Orchidee,melodic_elements,filtered synth stabs; atmospheric pads,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,texture,deep; spacey; clean,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,emotional_character,"Hypnotic and immersive, with a subtly psychedelic edge.",,True
3da31439a42c,(unknown),LOCODICE - Orchidee,dancefloor_effect,"Locks the crowd into a deep groove, perfect for building or maintaining flow.",,True
3da31439a42c,(unknown),LOCODICE - Orchidee,review_blurb,"Loco Dice's 'Orchidee' is a hypnotic minimal house journey, built on rolling percussion and a warm, enveloping bassline. Filtered synth stabs and atmospheric pads create a trippy, immersive vibe, making it a staple for deep dancefloor moments. A masterclass in groove and subtle tension, it's a timeless tool for DJs who love to work the floor.",,True
3da31439a42c,(unknown),LOCODICE - Orchidee,description_basis,known track,unknown,True
3da31439a42c,(unknown),LOCODICE - Orchidee,similar_artists,Luciano; Ricardo Villalobos; Thomas Melchior; Tobi Neumann; Reboot,,True
3da31439a42c,(unknown),LOCODICE - Orchidee,description,"A signature Loco Dice production from his early Cadenza era, 'Orchidee' is a deep, rolling minimal house cut with hypnotic percussion and a warm, pulsing bassline. Its trippy, immersive atmosphere has made it a favorite in underground sets.",Track not known: no reliable information available.,True
3da31439a42c,(unknown),LOCODICE - Orchidee,artist_details,"[{""name"": ""Loco Dice"", ""real_name"": ""Yassine Ben Achour"", ""aliases"": [""Dice""], ""country"": ""Germany"", ""city"": ""Düsseldorf"", ""active_since"": 2002, ""associated_labels"": [""Desolat"", ""Cadenza""], ""associated_acts"": [""Martin Buttrich""], ""short_bio"": ""Loco Dice is a German DJ and producer known for his influential role in minimal and tech house, co-founding Desolat and releasing on labels like Cadenza.""}]","[{""name"": ""Loco Dice"", ""real_name"": ""Yassine Ben Achour"", ""aliases"": [], ""country"": ""Germany"", ""city"": ""Düsseldorf"", ""active_since"": null, ""associated_labels"": [""Desolat"", ""Cadenza"", ""Four:Twenty Recordings"", ""Ovum Recordings""], ""associated_acts"": [""Martin Buttrich""], ""short_bio"": ""Tunisian-German DJ/producer based in Düsseldorf and co-founder of Desolat with Martin Buttrich. A mainstay of global house/tech-house since the mid-2000s.""}]",True
3da31439a42c,(unknown),LOCODICE - Orchidee,parsing_notes,"Artist was '(unknown)'; actual artist and title were both in the title field, separated by ' - '. Cleaned to 'Loco Dice' and 'Orchidee'.",Artist was missing; parsed 'LOCODICE - Orchidee' from title field. Normalized artist to 'Loco Dice' and capitalisation; extracted track title 'Orchidee'.,True
47e120ee7115,(unknown),click box - sugar pain,identified,True,False,True
47e120ee7115,(unknown),click box - sugar pain,confidence,high,low,True
47e120ee7115,(unknown),click box - sugar pain,artists,Click Box,Click Box,False
47e120ee7115,(unknown),click box - sugar pain,title,Sugar Pain,Sugar Pain,False
47e120ee7115,(unknown),click box - sugar pain,mix_name,,,False
47e120ee7115,(unknown),click box - sugar pain,remixers,,,False
47e120ee7115,(unknown),click box - sugar pain,featured_artists,,,False
47e120ee7115,(unknown),click box - sugar pain,record_label,Minus,,True
47e120ee7115,(unknown),click box - sugar pain,catalog_number,MINUS 67,,True
47e120ee7115,(unknown),click box - sugar pain,release_title,Sugar Pain,,True
47e120ee7115,(unknown),click box - sugar pain,release_type,EP,unknown,True
47e120ee7115,(unknown),click box - sugar pain,release_year,2008,,True
47e120ee7115,(unknown),click box - sugar pain,formats,vinyl; digital,,True
47e120ee7115,(unknown),click box - sugar pain,primary_genre,minimal techno,,True
47e120ee7115,(unknown),click box - sugar pain,subgenres,tech house,,True
47e120ee7115,(unknown),click box - sugar pain,bpm_estimate,126,,True
47e120ee7115,(unknown),click box - sugar pain,musical_key,,,False
47e120ee7115,(unknown),click box - sugar pain,energy,medium,,True
47e120ee7115,(unknown),click box - sugar pain,mood_tags,hypnotic; groovy; sleek,,True
47e120ee7115,(unknown),click box - sugar pain,dj_set_role,any,,True
47e120ee7115,(unknown),click box - sugar pain,groove,"Slinky, hypnotic and subtly funky with a rolling, body-moving pulse.",,True
47e120ee7115,(unknown),click box - sugar pain,percussion,crisp hi-hats; snappy claps; minimalist kick,,True
47e120ee7115,(unknown),click box - sugar pain,bassline,"Deep, rubbery and subtly melodic, driving the groove forward.",,True
47e120ee7115,(unknown),click box - sugar pain,vocals,,,False
47e120ee7115,(unknown),click box - sugar pain,melodic_elements,glitchy synth stabs; atmospheric textures,,True
47e120ee7115,(unknown),click box - sugar pain,texture,sleek; clean; precise,,True
47e120ee7115,(unknown),click box - sugar pain,emotional_character,"Cool, understated and subtly seductive.",,True
47e120ee7115,(unknown),click box - sugar pain,dancefloor_effect,"Draws dancers into a hypnotic, late-night groove.",,True
47e120ee7115,(unknown),click box - sugar pain,review_blurb,"Click Box's 'Sugar Pain' is a sleek slice of minimal techno, built on a hypnotic groove and crisp, precise percussion. Glitchy synth stabs and a rubbery bassline create a subtly seductive atmosphere, perfect for drawing the crowd into a late-night trance. It's a standout Minus cut that balances dancefloor drive with refined, modern production.",,True
47e120ee7115,(unknown),click box - sugar pain,description_basis,known track,unknown,True
47e120ee7115,(unknown),click box - sugar pain,similar_artists,Marc Houle; Gaiser; Heartthrob; Troy Pierce; Magda,,True
47e120ee7115,(unknown),click box - sugar pain,description,"A signature Minus release from Click Box, 'Sugar Pain' is a hypnotic minimal techno track with a sleek, modern edge. Its rolling groove and glitchy details make it a favorite for late-night sets.",Track not known: no reliable information available.,True
47e120ee7115,(unknown),click box - sugar pain,artist_details,"[{""name"": ""Click Box"", ""real_name"": null, ""aliases"": [], ""country"": ""Brazil"", ""city"": ""São Paulo"", ""active_since"": 2006, ""associated_labels"": [""Minus"", ""Items & Things""], ""associated_acts"": [], ""short_bio"": ""Click Box is a Brazilian minimal techno duo known for their releases on Minus and Items & Things, blending hypnotic grooves with glitchy, modern production.""}]","[{""name"": ""Click Box"", ""real_name"": null, ""aliases"": [], ""country"": ""Brazil"", ""city"": null, ""active_since"": null, ""associated_labels"": [""Minus"", ""Items & Things""], ""associated_acts"": [], ""short_bio"": ""Brazilian minimal/techno duo known for releases on Minus and Items & Things.""}]",True
47e120ee7115,(unknown),click box - sugar pain,parsing_notes,Artist was '(unknown)'; parsed 'click box' as artist and 'sugar pain' as title from the title field. Lowercase and spacing corrected to canonical spelling.,Original artist tag was '(unknown)'. Parsed 'click box - sugar pain' from the title field as 'Click Box' = artist and 'Sugar Pain' = title; normalised capitalization.,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),identified,True,False,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),confidence,high,low,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),artists,Heartthrob,Heartthrob,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),title,Hot Sugar Candy Apple Taffy,Hot Sugar Candy Apple Taffy,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),mix_name,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),remixers,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),featured_artists,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),record_label,Minus,Minus,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),catalog_number,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),release_title,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),release_type,EP,unknown,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),release_year,2007,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),formats,vinyl; digital,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),primary_genre,minimal techno,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),subgenres,minimal house,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),bpm_estimate,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),musical_key,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),energy,medium,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),mood_tags,quirky; playful; trippy,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),dj_set_role,any,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),groove,"bouncy, off-kilter minimal groove with a playful swing",,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),percussion,crisp hi-hats; snappy claps; quirky percussive hits,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),bassline,"rubbery, syncopated bassline with a playful bounce",,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),vocals,,,False
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),melodic_elements,warped synth stabs; glitchy effects,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),texture,glitchy; clean; playful,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),emotional_character,"cheeky, mischievous energy",,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),dancefloor_effect,draws dancers in with its oddball charm and infectious bounce,,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),review_blurb,"Heartthrob's 'Hot Sugar Candy Apple Taffy' is a playful slice of Minus minimalism, full of rubbery bass, warped synths, and a cheeky, off-kilter groove. The track's quirky percussion and trippy effects create a mischievous energy that stands out on the dancefloor. It's a fun, infectious cut that brings a sense of oddball charm to any set.",,True
5293310a1b3b,(unknown),Heartthrob - Hot Sugar Candy Apple Taffy (Minus),description_basis,known track,unknown,True
