track_id,input_artist,input_title,play_count,batch_id,model,identified,confidence,artists,title,mix_name,remixers,featured_artists,record_label,catalog_number,release_title,release_type,release_year,formats,primary_genre,subgenres,bpm_estimate,musical_key,energy,mood_tags,dj_set_role,groove,percussion,bassline,vocals,melodic_elements,texture,emotional_character,dancefloor_effect,review_blurb,description_basis,similar_artists,description,parsing_notes
037b61540792,(unknown),Steve Lawler - Kalimba,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Steve Lawler,Kalimba,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist was '(unknown)'; parsed 'Steve Lawler - Kalimba' from title into artist and track title.
047bc79a25e0,Christian Smith & John Selway,(unknown),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Christian Smith; John Selway,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Title field was '(unknown)'; left title as null. Split the duo 'Christian Smith & John Selway' into separate artist entries.
04aec27d4b79,Troy Pierce,25 Bitches (Heartthrob remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Troy Pierce,25 Bitches,Heartthrob Remix,Heartthrob,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted remix credit in parentheses from title; normalised to 'Heartthrob Remix' and set remixer to Heartthrob.
04d9aba91730,Pan-Pot,Confronted,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Pan-Pot,Confronted,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; no corrections needed.
0513205c1520,Ricardo Villalobos,Lazer@Present,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ricardo Villalobos,Lazer @ Present,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist field looked correct. Kept '@' as part of the title but added spaces for readability ('Lazer @ Present'). No mix/remix info, label, or catalog present in the tag; no reliable match found."
05ec394bb882,Mike Shannon,The Love Fry (Raw Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Mike Shannon,The Love Fry,Raw Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist tag was already clean; extracted mix name from parentheses in title.
064ae033a9ec,Barem,So Serial,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Barem,So Serial,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tag appeared clean; kept artist 'Barem' and title 'So Serial' as-is.
06cdc4ef0121,(unknown),Marco Carola - Weekend,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marco Carola,Weekend,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist field was '(unknown)'. Parsed 'Marco Carola - Weekend' from the title field as Artist='Marco Carola', Title='Weekend'. Removed hyphen separator and trimmed spaces."
071d2a5b0af1,Ruede Hagelstein Feat Naneci,Semikolon (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Ruede Hagelstein,Semikolon,Original Mix,,Naneci,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Split 'Ruede Hagelstein Feat Naneci' into primary artist and featured artist ('feat.'); extracted mix name from parentheses; normalised casing.
07d08185a914,ibiza,Loco Dice - Jacuzzi Games (2008),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Loco Dice,Jacuzzi Games,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist field was an irrelevant tag ('ibiza'). Title contained 'Artist - Title (Year)'; extracted artist 'Loco Dice' and title 'Jacuzzi Games', removed the '(2008)' suffix."
07d3cf81bc37,Marco Carola,Lost Connection (Digital Only),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marco Carola,Lost Connection,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Removed non-musical suffix '(Digital Only)' from the title; kept artist as-is. No label or catalog present in the tag.
08876fdad812,Marco Effe,Wet June - Original mix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marco Effe,Wet June,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed 'Marco Effe - Wet June - Original mix'; split artist and title; normalised mix name capitalisation to 'Original Mix'.
08a9cbcdc3b5,Gaiser,Pullpush,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Gaiser,Pullpush,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; no changes needed.
08c2dca974fb,Guido Schneider,Halo,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Guido Schneider,Halo,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; kept artist and title as-is. No mix name or remixers indicated.
08fd7cef8be6,Phunklarique And Dejonka,Reflections In Plexiglass (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Phunklarique; Dejonka,Reflections in Plexiglass,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Split 'Phunklarique And Dejonka' into two artists; normalized capitalization; extracted mix name 'Original Mix' from the title.
090dfc20b754,Heartthrob,Interference,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Heartthrob,Interference,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; no changes.
0a0c63c40ab6,Steadycam,Get On Up There,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Steadycam,Get On Up There,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist and title appear clean; no mix/version info present.
0aa5a9c3df44,(unknown),JORGE SAVORETTI - You Taste Better Than Danger,1,direct,gpt-5,False,low,Jorge Savoretti,You Taste Better Than Danger,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist field was '(unknown)'. Parsed 'JORGE SAVORETTI - You Taste Better Than Danger' from the title; split on hyphen into artist and track title, and normalised capitalization."
0ad21b953540,JPLS,Fuckshuffle - Original Mix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,JPLS,Fuckshuffle,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed 'Original Mix' as mix name from the title suffix. Kept artist as 'JPLS' and title as 'Fuckshuffle' per the tag; no other metadata present.
0b616168d733,Skoozbot,A Fistful of Duckets,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Skoozbot,A Fistful of Duckets,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags were already clean; no changes required.
0b7cbd98797e,JPLS,Green01 (Skoozpots Twilite Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,JPLS,Green 01,Skoozbot's Twilite Remix,Skoozbot,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Parsed mix name from parentheses; corrected remixer typo from 'Skoozpots' to 'Skoozbot' and added apostrophe; standardized 'Twilite'; inserted space in 'Green01' to 'Green 01'.
0b90b15451b8,Heartthrob,(unknown),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Heartthrob,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Title field was '(unknown)'; unable to determine actual track title. Artist name appears correctly as 'Heartthrob'.
0c329f746e20,(unknown),Paco Osuna - Joakhim,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Paco Osuna,Joakhim,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist field was '(unknown)'; parsed 'Paco Osuna - Joakhim' from title as Artist - Title and set artist to 'Paco Osuna' and title to 'Joakhim'.
0dc0476d0905,Paul Ritch,Souba,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Paul Ritch,Souba,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Tags appeared clean; kept artist as 'Paul Ritch' and title as 'Souba'. No mix/version information provided, so mix_name left null without assumptions."
0f62163ae5b1,2000 And One,Funk That - Original Mix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,2000 And One,Funk That,Original Mix,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Title contained mix name suffix; extracted 'Original Mix' and kept track title as 'Funk That'. Artist name already in canonical form.
0f78e4e0fbde,The Skull,Sensuella,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,The Skull,Sensuella,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; kept artist and title as-is with no mix name present.
0fd01e5765bf,False,Fed On Youth,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,False,Fed On Youth,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Artist and title fields appear clean; no side prefixes, bitrate tags, or filename artifacts. Kept artist as 'False' and title as 'Fed On Youth' with standard capitalization."
102a318bbe2e,(unknown),ReBirth 338 (v2.0.1 & over) imported file...,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Unknown Artist,ReBirth 338 (v2.0.1 & Over) Imported File,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist was the placeholder '(unknown)'; normalised to 'Unknown Artist'. Title appears to be a software import placeholder from Propellerhead ReBirth RB-338; cleaned casing and removed trailing ellipsis. No concrete release or track info present in the tag.
11cd94285ad1,(unknown),Shackleton_Blood_in_my_hands_villalobos_remix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Shackleton,Blood On My Hands,Ricardo Villalobos Remix,Ricardo Villalobos,,,,,unknown,,,minimal techno,microhouse; dub-influenced,125,,medium,hypnotic; haunting; trippy; ominous; dubby,after-hours,"loose, shuffling and hypnotic with long, unhurried phrasing",polyrhythmic drums; rolling hi-hats; clattering hand percussion; soft claps; subtle shakers,"cavernous, pulsing sub-bass that swells and recedes in waves",ghostly spoken-word snippets looped and drifting in reverb,sparse bleeps; dub echoes; distant tonal swells,stripped-back; spacious; psychedelic; dubby,"eerie and mesmeric, tension simmering under the surface","locks the room into a trance, stretching time and deepening the groove","Villalobos stretches Shackleton’s original into an 18-minute fever dream of shuffling drums and cavernous sub pressure. Whispered vocal fragments float through a haze of dub, while the groove patiently tightens its grip. It’s a heady, after-hours trip that hypnotizes without ever raising its voice.",known track,Ricardo Villalobos; Thomas Melchior; Luciano; Rhadoo; Rhythm & Sound,"Ricardo Villalobos’ longform rework of Shackleton’s Blood On My Hands transforms the dubwise original into a hypnotic minimal odyssey. Shuffling polyrhythms, booming sub-bass and eerie vocal loops create a deep, spaced-out pull ideal for after-hours floors.","Artist field was unknown; parsed title 'Shackleton_Blood_in_my_hands_villalobos_remix' by splitting underscores, assigning 'Shackleton' as artist, 'Blood On My Hands' as title, and 'Ricardo Villalobos Remix' as mix name; fixed capitalization."
1214fe51262b,Fusiphorm,Green Chocolate - Koljah's Exploding Cake Remix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Fusiphorm,Green Chocolate,Koljah's Exploding Cake Remix,Koljah,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted mix name and remixer from title field ('Green Chocolate - Koljah's Exploding Cake Remix'); set title to 'Green Chocolate'. No label or year present in the tag.
12183b388dcc,JPLS,Z-Program (Mark-Henning Rework) (Clever Music 008),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,JPLS,Z-Program,Mark Henning Rework,Mark Henning,,Clever Music,Clever Music 008,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Title contained version and label/catno; extracted mix name and remixer, correcting 'Mark-Henning' to 'Mark Henning'. Moved '(Clever Music 008)' from title into record_label and catalog_number."
1239c5db256c,Gabriel Ananda,B1 Doppelwhipper,2,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Gabriel Ananda,Doppelwhipper,,,,,,,unknown,,,minimal techno,2000s minimal; German minimal,128,,high,hypnotic; tense; driving; ecstatic,peak-time,"relentless, rolling and building with long-form tension","tough, punchy kick; crisp rolling hi-hats; snappy claps; occasional ride accents","rubbery, surging low-end that locks into the groove",,siren-like lead riff; rising filter sweeps; incremental modulation over long phrases,crisp; polished; driving; pressurized,feverish tension that boils over into release,ratchets up pressure and sends the floor into a frenzy when the hook peaks,"A landmark minimal techno weapon, Doppelwhipper coils a siren-like hook over a relentless rolling engine. The tension builds in waves as the synth modulates and the percussion tightens, culminating in a euphoric peak that ignites big rooms. It’s precision-engineered pressure for the heart of a set.",known track,Stephan Bodzin; Dominik Eulberg; Oliver Koletzki; Extrawelt; Oliver Huntemann,"Signature peak-time minimal from Gabriel Ananda built around a spiraling siren lead and a relentless rolling groove. Long, evolving modulation keeps the tension high and the dancefloor locked in.",Removed vinyl side prefix 'B1' from title; retained artist; normalised capitalisation.
12498bcef6f7,Jona,Manta,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Jona,Manta,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tag appeared clean; kept artist 'Jona' and title 'Manta' as-is. No mix/version indicated.
1338ce65489c,Marc Houle,Simpler,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marc Houle,Simpler,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Raw tag appeared clean; kept artist as 'Marc Houle' and title as 'Simpler'; no mix or label info present.
1385e71c1687,Marco Carola,Feel It,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Marco Carola,Feel It,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; kept artist 'Marco Carola' and title 'Feel It'; no mix or remix info present.
13a170c09c2d,Plastikman,I Don't Know,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,medium,Plastikman,I Don't Know,,,,,,Closer,album,2003,,minimal techno,hypnotic; experimental,,,low,introspective; claustrophobic; hypnotic; austere; tense,after-hours,"ultra-stripped, slow-burning, head-down pulse",dry 4/4 kick; clicks and ticks; whispery minimal hats,"lean, throbbing sub pulses that loom more than drive",,,austere; clinical; dark,"inward and uneasy, quietly pressurized","draws the room into tight, hypnotic focus","A stark Plastikman study in tension and space. Dry kicks, microscopic percussion and a looming sub pulse work like a pressure chamber, pulling dancers inward rather than pushing them over the top. It’s a late-night trance inducer built for the most patient floors.",known track,Sleeparchive; Thomas Brinkmann; Robert Hood; Monolake; Mika Vainio,"Plastikman’s “I Don’t Know” appears on the 2003 album Closer. It’s a restrained, deeply minimal cut focused on negative space, sub pressure and micro-detail.",Tag was clean; no fixes required.
13c43b1390dd,Paul Ritch,Crazy Madness,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Paul Ritch,Crazy Madness,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Tag appears clean; kept artist as 'Paul Ritch' and title as 'Crazy Madness'. No mix name, label, catalog number, or year provided in the tag."
141fa7aef74f,Claude VonStroke,Who's Afraid of Detroit (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Claude VonStroke,Who's Afraid of Detroit?,Original Mix,,,Dirtybird,,,unknown,2006,vinyl; digital,tech house,minimal tech house,,,medium,hypnotic; menacing; driving; heads-down,peak-time,"rolling, jackin swing with a low-slung march",crisp claps; shuffling hi-hats; rimshots; toms,"rubbery, weighty sub-bass that wobbles and pulses",,"eerie, detuned synth hook; bleepy motifs",stripped-back; raw; sub-heavy; slick,"dark, tense and hypnotic",locks the floor into a low-slung grind and ratchets up tension,"A defining Dirtybird anthem, ""Who's Afraid of Detroit?"" rides a hulking sub-bass and crisp, jackin percussion while an eerie synth hook stalks the groove. It's stripped to the bone yet massively effective, turning the room into a heads-down march with undeniable low-end pressure.",known track,Justin Martin; Green Velvet; Jesse Rose; Catz 'n Dogz; J Phlip,"Claude VonStroke’s breakout 2006 Dirtybird classic built around a heavyweight sub-bass and sparse, jackin drums. Minimal in arrangement but huge in impact, it became a modern tech house staple.",Extracted mix name from parentheses; standardized title punctuation to include the canonical question mark.
14384c2eb537,Johnny D,Soleil Delete Remix,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Johnny D,Soleil,Delete Remix,Delete,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted track title and mix: 'Soleil (Delete Remix)'. Artist field was correct; separated remixer from title and standardized capitalization.
14c6c78666a9,Afternoon Coffee Boys,Dark Blend (Camea's Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Afternoon Coffee Boys,Dark Blend,Camea Remix,Camea,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Artist field looked valid. Extracted mix from title parentheses and identified remixer. Normalized 'Camea's Remix' to 'Camea Remix' for canonical naming.
14f2ff186015,Larsson,Need the Sun,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Larsson,Need the Sun,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; kept artist as 'Larsson' and title as 'Need the Sun'. No mix/version info present.
15c2ffe6adc7,Winx,Don't Laugh [Richie Santana Remix],1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Winx,Don't Laugh,Richie Santana Remix,Richie Santana,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Extracted mix name from bracketed text and set 'Richie Santana' as remixer. No other cleanup needed.
161c1e0c3812,Dubfire,Ribcage (Original Mix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Dubfire,Ribcage,Original Mix,,,,,,unknown,,,minimal techno,dark minimal; driving minimal,126,,medium,hypnotic; tense; brooding; sleek,peak-time,"stripped, linear and rolling with a head-down flow","tight, shuffling hi-hats; dry claps; clicky percussion accents; subtle snare flicks","cavernous, pulsing sub that throbs under the mix",,skeletal bleeps; distant tonal stabs; air-pressure sweeps,dark; minimal; clinical; spacious,"tense and foreboding, with a cool, surgical edge",locks the floor into a hypnotic stride and steadily ratchets the tension,"A stark, surgical minimal roller from Dubfire. Cavernous sub pulses and clicky hats carve a narrow corridor while skeletal bleeps and air-pressure sweeps build unrelenting tension. It’s a cold-blooded weapon that grips the floor and won’t let go.",known track,Richie Hawtin; Gaiser; Loco Dice; Marco Carola; Matador,"Dubfire’s “Ribcage (Original Mix)” is a dark, linear minimal techno tool built around a throbbing sub-bass and precise, clicky percussion. Sparse bleeps and pressure-swell FX create a taut, hypnotic atmosphere that DJs use to tighten the room’s focus.",Extracted mix name from title field ('Original Mix'). No other cleaning required.
163a052c94ba,"Schneider, Galluzzi",Albertino,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Schneider; Galluzzi,Albertino,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,"Parsed two artists from 'Schneider, Galluzzi' (comma-separated surnames). Title taken as-is; no mix/version info present."
16a8e3f7e6b5,loco dice,orchidee,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Loco Dice,Orchidee,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Fixed capitalization of artist name from 'loco dice' to 'Loco Dice'. No other metadata present to parse.
177f81ced635,Click Box,Bass Tilt,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Click Box,Bass Tilt,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appeared clean; artist and title kept as-is. No mix/version info present.
17cd9be9772d,Pan-Pot,Face To Face,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Pan-Pot,Face To Face,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tags appear clean; kept artist as 'Pan-Pot' and title 'Face To Face'. No mix/remix info present.
1a755b436015,Luca Bacchetti,What Ever,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Luca Bacchetti,What Ever,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Tag appeared clean; kept artist and title as provided. No mix/version info present.
1a98e28e15e0,Tom Clark,Fragile Elements (Paul Ritch Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Tom Clark,Fragile Elements,Paul Ritch Remix,Paul Ritch,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Used artist from tag. Extracted track title 'Fragile Elements' and parsed '(Paul Ritch Remix)' as mix_name and remixer.
1abd53313715,tadeo,reflection nebula 056n,1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,False,low,Tadeo,Reflection Nebula 056N,,,,,,,unknown,,,,,,,,,,,,,,,,,,,unknown,,Track not known: no reliable information available.,Normalized capitalization: artist 'tadeo' -> 'Tadeo'; title 'reflection nebula 056n' -> 'Reflection Nebula 056N'. No mix or remixer info present in the tag.
1b241bdffeed,Samim,Heater (Claude VonStroke Remix),1,batch_6ab34a49ecf88190925429f6293e8e97,gpt-5,True,high,Samim,Heater,Claude VonStroke Remix,Claude VonStroke,,Get Physical Music,,Heater,single,2007,vinyl; digital,tech house,minimal house; Latin-influenced,128,,high,playful; sunny; cheeky; carnival,peak-time,"bouncy, shuffling and percussive with a rolling swing",tribal-inflected drums; snappy claps; shuffling hi-hats; syncopated fills,"thick, wobbly low-end thrust with a Dirtybird-style bounce",,looped accordion/cumbia riff; occasional tonal stabs,crisp; chunky; punchy; clean low-end,"joyous, festive and cheeky","lights up the room, big smiles and hands-in-the-air release when the accordion hook hits","Claude VonStroke flips Samim’s accordion anthem into a chunkier, bass-led weapon. The iconic riff still struts, but the remix adds a wobbly low-end engine and shuffling drums that hit peak-time with Dirtybird swagger. It’s playful, sunny and undeniably effective on a big system.",known track,Justin Martin; Jesse Rose; Riva Starr; Catz 'N Dogz; M.A.N.D.Y.,"Samim’s 2007 hit on Get Physical gets a Claude VonStroke overhaul, thickening the bass and tightening the drums around the famous accordion loop. The result is a peak-time tech house roller that retains the hook’s festive vibe while adding heavier low-end punch.",Parsed mix name and remixer from parentheses in the title; artist field was already correct.
